Претензия,
36224,2025-06-01 00:00:00
36237,2026-01-01 00:00:00
36237,2026-02-01 00:00:00
36238,2026-01-01 00:00:00
36238,2026-02-01 00:00:00
36243,2026-01-01 00:00:00
36243,2026-02-01 00:00:00
36244,2025-03-01 00:00:00
36382,2025-02-01 00:00:00
36382,2025-03-01 00:00:00
36382,2025-06-01 00:00:00
36382,2025-12-01 00:00:00
36416,2025-01-01 00:00:00
36487,2025-01-01 00:00:00
36487,2026-01-01 00:00:00
36487,2026-02-01 00:00:00
36506,2025-07-01 00:00:00
36517,2025-01-01 00:00:00
36517,2026-01-01 00:00:00
36517,2026-02-01 00:00:00
36605,2025-02-01 00:00:00
36605,2025-03-01 00:00:00
36605,2025-12-01 00:00:00
36616,2025-09-01 00:00:00
36635,2025-01-01 00:00:00
36636,2026-01-01 00:00:00
36636,2026-02-01 00:00:00
36637,2025-01-01 00:00:00
36638,2025-01-01 00:00:00
36638,2026-01-01 00:00:00
36638,2026-02-01 00:00:00
36717,2025-07-01 00:00:00
36717,2026-01-01 00:00:00
36717,2026-02-01 00:00:00
36734,2025-01-01 00:00:00
36736,2025-01-01 00:00:00
36737,2025-01-01 00:00:00
36737,2025-11-01 00:00:00
36794,2025-11-01 00:00:00
36967,2025-12-01 00:00:00
37086,2025-09-01 00:00:00
37339,2025-01-01 00:00:00
37395,2025-01-01 00:00:00
37468,2025-08-01 00:00:00
37595,2026-01-01 00:00:00
37595,2026-02-01 00:00:00
37596,2025-01-01 00:00:00
37617,2026-01-01 00:00:00
37617,2026-02-01 00:00:00
37624,2025-03-01 00:00:00
37669,2026-01-01 00:00:00
37669,2026-02-01 00:00:00
37673,2025-11-01 00:00:00
37889,2025-10-01 00:00:00
37890,2025-01-01 00:00:00
37892,2025-08-01 00:00:00
37892,2026-01-01 00:00:00
37892,2026-02-01 00:00:00
37899,2025-06-01 00:00:00
37899,2026-01-01 00:00:00
37899,2026-02-01 00:00:00
37920,2026-01-01 00:00:00
37920,2026-02-01 00:00:00
38137,2025-12-01 00:00:00
38197,2025-07-01 00:00:00
38202,2025-10-01 00:00:00
38209,2025-09-01 00:00:00
38229,2026-01-01 00:00:00
38229,2026-02-01 00:00:00
38239,2025-01-01 00:00:00
38244,2025-03-01 00:00:00
38244,2026-01-01 00:00:00
38244,2026-02-01 00:00:00
38245,2025-01-01 00:00:00
38275,2025-06-01 00:00:00
38276,2026-01-01 00:00:00
38276,2026-02-01 00:00:00
38278,2025-01-01 00:00:00
38278,2026-01-01 00:00:00
38278,2026-02-01 00:00:00
38404,2025-01-01 00:00:00
38426,2025-01-01 00:00:00
38427,2025-01-01 00:00:00
38441,2026-01-01 00:00:00
38441,2026-02-01 00:00:00
38507,2026-01-01 00:00:00
38507,2026-02-01 00:00:00
38745,2025-01-01 00:00:00
38745,2026-01-01 00:00:00
38745,2026-02-01 00:00:00
38806,2025-03-01 00:00:00
38806,2025-06-01 00:00:00
38806,2026-01-01 00:00:00
38806,2026-02-01 00:00:00
38823,2025-01-01 00:00:00
38856,2025-03-01 00:00:00
38856,2026-01-01 00:00:00
38856,2026-02-01 00:00:00
38937,2025-01-01 00:00:00
38938,2025-01-01 00:00:00
39001,2026-01-01 00:00:00
39001,2026-02-01 00:00:00
39083,2026-01-01 00:00:00
39083,2026-02-01 00:00:00
39180,2025-02-01 00:00:00
39180,2025-03-01 00:00:00
39213,2025-01-01 00:00:00
39228,2026-01-01 00:00:00
39228,2026-02-01 00:00:00
39323,2025-09-01 00:00:00
39824,2025-03-01 00:00:00
39970,2025-01-01 00:00:00
40071,2025-12-01 00:00:00
40081,2025-02-01 00:00:00
40252,2026-01-01 00:00:00
40252,2026-02-01 00:00:00
40263,2025-01-01 00:00:00
40274,2025-01-01 00:00:00
40275,2025-01-01 00:00:00
40299,2025-02-01 00:00:00
40299,2025-03-01 00:00:00
40299,2025-06-01 00:00:00
40299,2025-11-01 00:00:00
40352,2025-01-01 00:00:00
40417,2025-12-01 00:00:00
40454,2025-12-01 00:00:00
40457,2025-01-01 00:00:00
40458,2025-01-01 00:00:00
40495,2025-02-01 00:00:00
40495,2025-03-01 00:00:00
40543,2025-12-01 00:00:00
40543,2026-01-01 00:00:00
40543,2026-02-01 00:00:00
40561,2025-01-01 00:00:00
40624,2025-01-01 00:00:00
40625,2025-01-01 00:00:00
40676,2025-11-01 00:00:00
40993,2025-01-01 00:00:00
41003,2025-02-01 00:00:00
41115,2025-02-01 00:00:00
41217,2025-01-01 00:00:00
41230,2025-01-01 00:00:00
41230,2025-03-01 00:00:00
41238,2025-07-01 00:00:00
41341,2025-06-01 00:00:00
41366,2025-02-01 00:00:00
41366,2025-07-01 00:00:00
41381,2025-01-01 00:00:00
41393,2025-01-01 00:00:00
41394,2025-01-01 00:00:00
41394,2026-01-01 00:00:00
41394,2026-02-01 00:00:00
41498,2025-10-01 00:00:00
42042,2025-01-01 00:00:00
42046,2025-03-01 00:00:00
42046,2025-07-01 00:00:00
42046,2026-01-01 00:00:00
42046,2026-02-01 00:00:00
42182,2025-09-01 00:00:00
42182,2025-11-01 00:00:00
42438,2025-01-01 00:00:00
42438,2025-07-01 00:00:00
42445,2026-01-01 00:00:00
42445,2026-02-01 00:00:00
42451,2026-01-01 00:00:00
42451,2026-02-01 00:00:00
42454,2026-01-01 00:00:00
42454,2026-02-01 00:00:00
42456,2025-11-01 00:00:00
42483,2026-01-01 00:00:00
42483,2026-02-01 00:00:00
42549,2025-03-01 00:00:00
42549,2026-01-01 00:00:00
42549,2026-02-01 00:00:00
42609,2025-02-01 00:00:00
42609,2025-07-01 00:00:00
42609,2025-10-01 00:00:00
42686,2025-01-01 00:00:00
42686,2025-12-01 00:00:00
43025,2026-01-01 00:00:00
43025,2026-02-01 00:00:00
43038,2026-01-01 00:00:00
43039,2025-01-01 00:00:00
43040,2025-01-01 00:00:00
43085,2025-01-01 00:00:00
43085,2025-07-01 00:00:00
43133,2026-01-01 00:00:00
43133,2026-02-01 00:00:00
43223,2025-01-01 00:00:00
43223,2025-11-01 00:00:00
43224,2025-01-01 00:00:00
43249,2025-03-01 00:00:00
43258,2025-01-01 00:00:00
43323,2026-01-01 00:00:00
43323,2026-02-01 00:00:00
43391,2026-01-01 00:00:00
43391,2026-02-01 00:00:00
43405,2025-12-01 00:00:00
43405,2026-01-01 00:00:00
43405,2026-02-01 00:00:00
43412,2026-01-01 00:00:00
43412,2026-02-01 00:00:00
43416,2025-02-01 00:00:00
43420,2026-01-01 00:00:00
43422,2025-07-01 00:00:00
43435,2026-01-01 00:00:00
43435,2026-02-01 00:00:00
43445,2025-11-01 00:00:00
43448,2026-01-01 00:00:00
43448,2026-02-01 00:00:00
43449,2026-01-01 00:00:00
43449,2026-02-01 00:00:00
43452,2025-12-01 00:00:00
43452,2026-01-01 00:00:00
43452,2026-02-01 00:00:00
43481,2025-12-01 00:00:00
43513,2025-08-01 00:00:00
43531,2025-06-01 00:00:00
43651,2025-03-01 00:00:00
43651,2025-06-01 00:00:00
43718,2025-10-01 00:00:00
43718,2025-12-01 00:00:00
43718,2026-01-01 00:00:00
43718,2026-02-01 00:00:00
43920,2026-01-01 00:00:00
43920,2026-02-01 00:00:00
43934,2025-12-01 00:00:00
43934,2026-01-01 00:00:00
43934,2026-02-01 00:00:00
43966,2025-09-01 00:00:00
43972,2025-09-01 00:00:00
44009,2025-03-01 00:00:00
44013,2025-12-01 00:00:00
44038,2025-01-01 00:00:00
44048,2025-01-01 00:00:00
44055,2025-03-01 00:00:00
44055,2025-07-01 00:00:00
44056,2025-02-01 00:00:00
44056,2025-03-01 00:00:00
44060,2026-01-01 00:00:00
44060,2026-02-01 00:00:00
44065,2025-03-01 00:00:00
44066,2025-11-01 00:00:00
44075,2025-02-01 00:00:00
44075,2025-06-01 00:00:00
44075,2025-11-01 00:00:00
44078,2025-07-01 00:00:00
44079,2025-02-01 00:00:00
44079,2025-03-01 00:00:00
44079,2025-07-01 00:00:00
44082,2025-03-01 00:00:00
44083,2025-07-01 00:00:00
44092,2025-12-01 00:00:00
44092,2026-01-01 00:00:00
44092,2026-02-01 00:00:00
44093,2026-01-01 00:00:00
44093,2026-02-01 00:00:00
44094,2025-02-01 00:00:00
44094,2025-03-01 00:00:00
44112,2026-01-01 00:00:00
44112,2026-02-01 00:00:00
44113,2025-09-01 00:00:00
44113,2026-01-01 00:00:00
44113,2026-02-01 00:00:00
44114,2025-01-01 00:00:00
44118,2026-01-01 00:00:00
44118,2026-02-01 00:00:00
44120,2025-11-01 00:00:00
44120,2026-01-01 00:00:00
44120,2026-02-01 00:00:00
44153,2026-01-01 00:00:00
44153,2026-02-01 00:00:00
44174,2026-01-01 00:00:00
44174,2026-02-01 00:00:00
44175,2026-01-01 00:00:00
44175,2026-02-01 00:00:00
44177,2026-01-01 00:00:00
44177,2026-02-01 00:00:00
44409,2025-07-01 00:00:00
44436,2025-12-01 00:00:00
44443,2025-07-01 00:00:00
44443,2026-01-01 00:00:00
44443,2026-02-01 00:00:00
44473,2025-12-01 00:00:00
44550,2026-01-01 00:00:00
44550,2026-02-01 00:00:00
44689,2025-01-01 00:00:00
44689,2025-03-01 00:00:00
44711,2025-08-01 00:00:00
44760,2025-02-01 00:00:00
44760,2025-03-01 00:00:00
44761,2025-02-01 00:00:00
44765,2025-03-01 00:00:00
44779,2025-02-01 00:00:00
44793,2025-11-01 00:00:00
44819,2025-10-01 00:00:00
44820,2025-02-01 00:00:00
44947,2026-01-01 00:00:00
44947,2026-02-01 00:00:00
45000,2026-01-01 00:00:00
45000,2026-02-01 00:00:00
45001,2026-01-01 00:00:00
45104,2025-01-01 00:00:00
45113,2025-01-01 00:00:00
45114,2025-01-01 00:00:00
45115,2025-01-01 00:00:00
45115,2025-03-01 00:00:00
45117,2025-12-01 00:00:00
45117,2026-01-01 00:00:00
45117,2026-02-01 00:00:00
45140,2025-01-01 00:00:00
45140,2025-03-01 00:00:00
45140,2026-01-01 00:00:00
45140,2026-02-01 00:00:00
45141,2025-01-01 00:00:00
45141,2025-03-01 00:00:00
45141,2026-01-01 00:00:00
45141,2026-02-01 00:00:00
45165,2025-01-01 00:00:00
45190,2025-03-01 00:00:00
45190,2025-07-01 00:00:00
45190,2026-01-01 00:00:00
45241,2026-01-01 00:00:00
45241,2026-02-01 00:00:00
45348,2025-10-01 00:00:00
45348,2025-12-01 00:00:00
45348,2026-01-01 00:00:00
45348,2026-02-01 00:00:00
45431,2025-03-01 00:00:00
45431,2026-01-01 00:00:00
45431,2026-02-01 00:00:00
45436,2025-01-01 00:00:00
45436,2026-01-01 00:00:00
45436,2026-02-01 00:00:00
45437,2025-03-01 00:00:00
45438,2025-03-01 00:00:00
45446,2025-03-01 00:00:00
45446,2026-01-01 00:00:00
45446,2026-02-01 00:00:00
45469,2025-03-01 00:00:00
45471,2025-03-01 00:00:00
45471,2026-01-01 00:00:00
45471,2026-02-01 00:00:00
45472,2025-03-01 00:00:00
45472,2026-01-01 00:00:00
45472,2026-02-01 00:00:00
45473,2025-03-01 00:00:00
45473,2026-01-01 00:00:00
45473,2026-02-01 00:00:00
45489,2025-06-01 00:00:00
45489,2026-01-01 00:00:00
45489,2026-02-01 00:00:00
45509,2025-12-01 00:00:00
45520,2025-02-01 00:00:00
45520,2025-03-01 00:00:00
45565,2025-09-01 00:00:00
45599,2025-02-01 00:00:00
45618,2025-02-01 00:00:00
45618,2025-03-01 00:00:00
45640,2025-02-01 00:00:00
45640,2025-03-01 00:00:00
45710,2025-08-01 00:00:00
45747,2025-01-01 00:00:00
45747,2025-02-01 00:00:00
45747,2025-03-01 00:00:00
45749,2025-01-01 00:00:00
45841,2025-06-01 00:00:00
45875,2025-07-01 00:00:00
45941,2025-07-01 00:00:00
45941,2026-01-01 00:00:00
45941,2026-02-01 00:00:00
45944,2025-07-01 00:00:00
46009,2025-11-01 00:00:00
46009,2026-01-01 00:00:00
46010,2025-11-01 00:00:00
46010,2026-01-01 00:00:00
46022,2025-12-01 00:00:00
46022,2026-01-01 00:00:00
46022,2026-02-01 00:00:00
46063,2025-06-01 00:00:00
46077,2025-10-01 00:00:00
46097,2026-01-01 00:00:00
46097,2026-02-01 00:00:00
46098,2026-01-01 00:00:00
46098,2026-02-01 00:00:00
46099,2025-10-01 00:00:00
46154,2026-01-01 00:00:00
46154,2026-02-01 00:00:00
46175,2025-09-01 00:00:00
46187,2026-01-01 00:00:00
46187,2026-02-01 00:00:00
46204,2025-08-01 00:00:00
46205,2025-09-01 00:00:00
46205,2025-11-01 00:00:00
46244,2025-06-01 00:00:00
46244,2025-08-01 00:00:00
46244,2026-01-01 00:00:00
46244,2026-02-01 00:00:00
46255,2026-01-01 00:00:00
46255,2026-02-01 00:00:00
46259,2026-01-01 00:00:00
46259,2026-02-01 00:00:00
46261,2025-10-01 00:00:00
46275,2025-10-01 00:00:00
46285,2026-01-01 00:00:00
46285,2026-02-01 00:00:00
46292,2025-09-01 00:00:00
46381,2025-12-01 00:00:00
46857,2025-11-01 00:00:00
47176,2026-01-01 00:00:00
47176,2026-02-01 00:00:00
47183,2026-01-01 00:00:00
47183,2026-02-01 00:00:00
47429,2025-12-01 00:00:00
47587,2025-12-01 00:00:00
48268,2025-02-01 00:00:00
48286,2025-08-01 00:00:00
48710,2025-01-01 00:00:00
48712,2025-07-01 00:00:00
48758,2025-02-01 00:00:00
49223,2025-08-01 00:00:00
49223,2026-01-01 00:00:00
49223,2026-02-01 00:00:00
49237,2025-07-01 00:00:00
49261,2025-07-01 00:00:00
49272,2025-09-01 00:00:00
49274,2025-08-01 00:00:00
49276,2025-09-01 00:00:00
49285,2025-08-01 00:00:00
49303,2025-09-01 00:00:00
49318,2025-09-01 00:00:00
49327,2025-11-01 00:00:00
49329,2025-09-01 00:00:00
49370,2025-09-01 00:00:00
49370,2025-12-01 00:00:00
49376,2025-09-01 00:00:00
49376,2026-01-01 00:00:00
49376,2026-02-01 00:00:00
49377,2025-09-01 00:00:00
49377,2026-01-01 00:00:00
49377,2026-02-01 00:00:00
49409,2025-09-01 00:00:00
49409,2025-11-01 00:00:00
49427,2025-09-01 00:00:00
49427,2025-11-01 00:00:00
49445,2026-01-01 00:00:00
49445,2026-02-01 00:00:00
49448,2025-09-01 00:00:00
49448,2025-11-01 00:00:00
49481,2026-01-01 00:00:00
49481,2026-02-01 00:00:00
49516,2025-09-01 00:00:00
49516,2025-11-01 00:00:00
49517,2025-09-01 00:00:00
49517,2025-11-01 00:00:00
49577,2025-02-01 00:00:00
49577,2025-06-01 00:00:00
49582,2025-03-01 00:00:00
49676,2025-12-01 00:00:00
49688,2025-08-01 00:00:00
49692,2025-09-01 00:00:00
49694,2025-08-01 00:00:00
49695,2025-07-01 00:00:00
49726,2025-03-01 00:00:00
49726,2026-01-01 00:00:00
49726,2026-02-01 00:00:00
49738,2025-08-01 00:00:00
49738,2026-01-01 00:00:00
49738,2026-02-01 00:00:00
49864,2025-12-01 00:00:00
49915,2025-12-01 00:00:00
49934,2025-12-01 00:00:00
50125,2025-12-01 00:00:00
50149,2026-01-01 00:00:00
50149,2026-02-01 00:00:00
50150,2026-01-01 00:00:00
50150,2026-02-01 00:00:00
50155,2026-01-01 00:00:00
50155,2026-02-01 00:00:00
50156,2026-01-01 00:00:00
50156,2026-02-01 00:00:00
50164,2026-01-01 00:00:00
50164,2026-02-01 00:00:00
50169,2026-01-01 00:00:00
50169,2026-02-01 00:00:00
50187,2025-02-01 00:00:00
50188,2026-01-01 00:00:00
50188,2026-02-01 00:00:00
50200,2026-01-01 00:00:00
50200,2026-02-01 00:00:00
50209,2026-01-01 00:00:00
50209,2026-02-01 00:00:00
50212,2026-01-01 00:00:00
50212,2026-02-01 00:00:00
50268,2025-02-01 00:00:00
50268,2025-03-01 00:00:00
50268,2026-01-01 00:00:00
50268,2026-02-01 00:00:00
50270,2026-01-01 00:00:00
50270,2026-02-01 00:00:00
50280,2026-01-01 00:00:00
50280,2026-02-01 00:00:00
50281,2025-03-01 00:00:00
50402,2025-12-01 00:00:00
50517,2025-12-01 00:00:00
50572,2025-01-01 00:00:00
50572,2026-01-01 00:00:00
50572,2026-02-01 00:00:00
50647,2026-01-01 00:00:00
50647,2026-02-01 00:00:00
50673,2025-11-01 00:00:00
50674,2026-01-01 00:00:00
50674,2026-02-01 00:00:00
50675,2026-01-01 00:00:00
50675,2026-02-01 00:00:00
50973,2026-01-01 00:00:00
50973,2026-02-01 00:00:00
51066,2025-01-01 00:00:00
51066,2025-03-01 00:00:00
51066,2025-09-01 00:00:00
51104,2026-01-01 00:00:00
51104,2026-02-01 00:00:00
51140,2025-12-01 00:00:00
51173,2025-12-01 00:00:00
51186,2026-01-01 00:00:00
51186,2026-02-01 00:00:00
51359,2025-03-01 00:00:00
51478,2026-01-01 00:00:00
51478,2026-02-01 00:00:00
51564,2025-08-01 00:00:00
51851,2026-01-01 00:00:00
51851,2026-02-01 00:00:00
51861,2025-03-01 00:00:00
51861,2026-01-01 00:00:00
51861,2026-02-01 00:00:00
52152,2025-02-01 00:00:00
52161,2025-11-01 00:00:00
52161,2026-01-01 00:00:00
52161,2026-02-01 00:00:00
52258,2025-01-01 00:00:00
52258,2025-02-01 00:00:00
52474,2025-12-01 00:00:00
52491,2025-12-01 00:00:00
52544,2026-01-01 00:00:00
52544,2026-02-01 00:00:00
52581,2026-01-01 00:00:00
52581,2026-02-01 00:00:00
52884,2025-12-01 00:00:00
52937,2025-11-01 00:00:00
52952,2025-12-01 00:00:00
52952,2026-01-01 00:00:00
52952,2026-02-01 00:00:00
53013,2025-12-01 00:00:00
53058,2025-12-01 00:00:00
53192,2025-03-01 00:00:00
53260,2025-10-01 00:00:00
53297,2025-07-01 00:00:00
53366,2026-01-01 00:00:00
53366,2026-02-01 00:00:00
53432,2025-02-01 00:00:00
53475,2026-01-01 00:00:00
53475,2026-02-01 00:00:00
53479,2026-01-01 00:00:00
53479,2026-02-01 00:00:00
53488,2026-01-01 00:00:00
53488,2026-02-01 00:00:00
53492,2025-03-01 00:00:00
53495,2026-01-01 00:00:00
53495,2026-02-01 00:00:00
53505,2025-11-01 00:00:00
53506,2026-01-01 00:00:00
53506,2026-02-01 00:00:00
53511,2025-03-01 00:00:00
53511,2026-01-01 00:00:00
53511,2026-02-01 00:00:00
53542,2026-01-01 00:00:00
53542,2026-02-01 00:00:00
53621,2025-02-01 00:00:00
53621,2025-07-01 00:00:00
53792,2026-01-01 00:00:00
53792,2026-02-01 00:00:00
53836,2025-03-01 00:00:00
54005,2025-07-01 00:00:00
54276,2025-03-01 00:00:00
54276,2025-07-01 00:00:00
54276,2025-11-01 00:00:00
54276,2026-01-01 00:00:00
54276,2026-02-01 00:00:00
54285,2026-01-01 00:00:00
54285,2026-02-01 00:00:00
54298,2025-01-01 00:00:00
54461,2025-01-01 00:00:00
54461,2025-03-01 00:00:00
54640,2025-01-01 00:00:00
54640,2025-08-01 00:00:00
54772,2025-01-01 00:00:00
54773,2025-07-01 00:00:00
54773,2026-01-01 00:00:00
54773,2026-02-01 00:00:00
54876,2025-03-01 00:00:00
55081,2025-01-01 00:00:00
55117,2025-02-01 00:00:00
55117,2025-07-01 00:00:00
55253,2026-01-01 00:00:00
55253,2026-02-01 00:00:00
55270,2026-01-01 00:00:00
55270,2026-02-01 00:00:00
55298,2026-01-01 00:00:00
55298,2026-02-01 00:00:00
55314,2025-03-01 00:00:00
55314,2025-12-01 00:00:00
55314,2026-01-01 00:00:00
55314,2026-02-01 00:00:00
55318,2025-08-01 00:00:00
55322,2026-01-01 00:00:00
55322,2026-02-01 00:00:00
55327,2026-01-01 00:00:00
55327,2026-02-01 00:00:00
55380,2025-07-01 00:00:00
55380,2026-01-01 00:00:00
55380,2026-02-01 00:00:00
55392,2025-09-01 00:00:00
55403,2025-01-01 00:00:00
55438,2026-01-01 00:00:00
55438,2026-02-01 00:00:00
55439,2025-10-01 00:00:00
55442,2026-01-01 00:00:00
55442,2026-02-01 00:00:00
55453,2025-06-01 00:00:00
55466,2025-02-01 00:00:00
55466,2025-03-01 00:00:00
55466,2026-01-01 00:00:00
55466,2026-02-01 00:00:00
55478,2025-08-01 00:00:00
55510,2025-01-01 00:00:00
55514,2025-11-01 00:00:00
55514,2026-01-01 00:00:00
55514,2026-02-01 00:00:00
55541,2026-01-01 00:00:00
55541,2026-02-01 00:00:00
55545,2025-12-01 00:00:00
55545,2026-01-01 00:00:00
55545,2026-02-01 00:00:00
55551,2025-01-01 00:00:00
55551,2026-01-01 00:00:00
55551,2026-02-01 00:00:00
55565,2026-01-01 00:00:00
55565,2026-02-01 00:00:00
55577,2025-08-01 00:00:00
55588,2025-08-01 00:00:00
55637,2025-09-01 00:00:00
55654,2025-08-01 00:00:00
55800,2025-12-01 00:00:00
55823,2025-12-01 00:00:00
55835,2026-01-01 00:00:00
55835,2026-02-01 00:00:00
55942,2025-12-01 00:00:00
55942,2026-01-01 00:00:00
55942,2026-02-01 00:00:00
55973,2025-12-01 00:00:00
55973,2026-01-01 00:00:00
55973,2026-02-01 00:00:00
55975,2026-01-01 00:00:00
55975,2026-02-01 00:00:00
56017,2025-01-01 00:00:00
56018,2025-08-01 00:00:00
56018,2025-12-01 00:00:00
56018,2026-01-01 00:00:00
56018,2026-02-01 00:00:00
56086,2025-08-01 00:00:00
56086,2025-12-01 00:00:00
56086,2026-01-01 00:00:00
56086,2026-02-01 00:00:00
56100,2025-02-01 00:00:00
56223,2025-01-01 00:00:00
56227,2025-02-01 00:00:00
56227,2025-03-01 00:00:00
56227,2026-01-01 00:00:00
56227,2026-02-01 00:00:00
56243,2026-01-01 00:00:00
56243,2026-02-01 00:00:00
56244,2025-01-01 00:00:00
56255,2025-01-01 00:00:00
56258,2025-02-01 00:00:00
56258,2025-03-01 00:00:00
56258,2025-07-01 00:00:00
56258,2026-01-01 00:00:00
56258,2026-02-01 00:00:00
56262,2025-10-01 00:00:00
56269,2026-01-01 00:00:00
56269,2026-02-01 00:00:00
56274,2026-01-01 00:00:00
56274,2026-02-01 00:00:00
56275,2025-01-01 00:00:00
56275,2025-03-01 00:00:00
56282,2026-01-01 00:00:00
56282,2026-02-01 00:00:00
56288,2025-01-01 00:00:00
56288,2026-01-01 00:00:00
56288,2026-02-01 00:00:00
56290,2026-01-01 00:00:00
56290,2026-02-01 00:00:00
56291,2025-01-01 00:00:00
56291,2026-01-01 00:00:00
56291,2026-02-01 00:00:00
56293,2026-01-01 00:00:00
56293,2026-02-01 00:00:00
56294,2025-10-01 00:00:00
56301,2025-01-01 00:00:00
56310,2025-10-01 00:00:00
56316,2026-01-01 00:00:00
56316,2026-02-01 00:00:00
56320,2025-11-01 00:00:00
56320,2026-01-01 00:00:00
56320,2026-02-01 00:00:00
56332,2025-08-01 00:00:00
56332,2026-01-01 00:00:00
56332,2026-02-01 00:00:00
56335,2025-01-01 00:00:00
56338,2026-01-01 00:00:00
56338,2026-02-01 00:00:00
56351,2025-01-01 00:00:00
56413,2025-01-01 00:00:00
56413,2025-11-01 00:00:00
56416,2025-01-01 00:00:00
56452,2025-02-01 00:00:00
56481,2025-03-01 00:00:00
56518,2026-01-01 00:00:00
56518,2026-02-01 00:00:00
56526,2025-11-01 00:00:00
56557,2025-07-01 00:00:00
56563,2025-08-01 00:00:00
56575,2025-06-01 00:00:00
56608,2025-08-01 00:00:00
56691,2025-11-01 00:00:00
56698,2025-06-01 00:00:00
56698,2026-01-01 00:00:00
56698,2026-02-01 00:00:00
56979,2025-01-01 00:00:00
57022,2025-08-01 00:00:00
57582,2025-12-01 00:00:00
57653,2025-01-01 00:00:00
57709,2025-02-01 00:00:00
57709,2025-03-01 00:00:00
57718,2025-07-01 00:00:00
57732,2025-01-01 00:00:00
57994,2026-01-01 00:00:00
57994,2026-02-01 00:00:00
57999,2026-01-01 00:00:00
57999,2026-02-01 00:00:00
58000,2026-01-01 00:00:00
58000,2026-02-01 00:00:00
58010,2026-01-01 00:00:00
58010,2026-02-01 00:00:00
58024,2025-06-01 00:00:00
58024,2026-01-01 00:00:00
58024,2026-02-01 00:00:00
58032,2025-09-01 00:00:00
58034,2026-01-01 00:00:00
58034,2026-02-01 00:00:00
58038,2026-01-01 00:00:00
58038,2026-02-01 00:00:00
58042,2026-01-01 00:00:00
58042,2026-02-01 00:00:00
58053,2026-01-01 00:00:00
58053,2026-02-01 00:00:00
58056,2025-11-01 00:00:00
58077,2026-01-01 00:00:00
58077,2026-02-01 00:00:00
58083,2026-01-01 00:00:00
58083,2026-02-01 00:00:00
58086,2026-01-01 00:00:00
58086,2026-02-01 00:00:00
58092,2026-01-01 00:00:00
58092,2026-02-01 00:00:00
58093,2026-01-01 00:00:00
58093,2026-02-01 00:00:00
58103,2026-01-01 00:00:00
58103,2026-02-01 00:00:00
58105,2026-01-01 00:00:00
58105,2026-02-01 00:00:00
58118,2026-01-01 00:00:00
58118,2026-02-01 00:00:00
58120,2026-01-01 00:00:00
58120,2026-02-01 00:00:00
58128,2026-01-01 00:00:00
58128,2026-02-01 00:00:00
58167,2025-02-01 00:00:00
58167,2025-03-01 00:00:00
58199,2026-01-01 00:00:00
58199,2026-02-01 00:00:00
58268,2025-11-01 00:00:00
58279,2025-02-01 00:00:00
58279,2025-03-01 00:00:00
58279,2026-01-01 00:00:00
58279,2026-02-01 00:00:00
58344,2026-01-01 00:00:00
58344,2026-02-01 00:00:00
58346,2026-01-01 00:00:00
58346,2026-02-01 00:00:00
58350,2025-01-01 00:00:00
58352,2026-01-01 00:00:00
58352,2026-02-01 00:00:00
58368,2025-07-01 00:00:00
58395,2025-03-01 00:00:00
58395,2025-06-01 00:00:00
58415,2026-01-01 00:00:00
58415,2026-02-01 00:00:00
58416,2025-09-01 00:00:00
58416,2025-12-01 00:00:00
58416,2026-01-01 00:00:00
58416,2026-02-01 00:00:00
58440,2026-01-01 00:00:00
58440,2026-02-01 00:00:00
58475,2025-12-01 00:00:00
58540,2026-01-01 00:00:00
58540,2026-02-01 00:00:00
58541,2025-12-01 00:00:00
58586,2026-01-01 00:00:00
58586,2026-02-01 00:00:00
58597,2026-01-01 00:00:00
58597,2026-02-01 00:00:00
58724,2025-07-01 00:00:00
58724,2026-01-01 00:00:00
58724,2026-02-01 00:00:00
58753,2026-01-01 00:00:00
58753,2026-02-01 00:00:00
58762,2025-02-01 00:00:00
58762,2025-07-01 00:00:00
58763,2025-08-01 00:00:00
58819,2025-11-01 00:00:00
58819,2026-01-01 00:00:00
58819,2026-02-01 00:00:00
58833,2026-01-01 00:00:00
58833,2026-02-01 00:00:00
58845,2025-08-01 00:00:00
58846,2025-01-01 00:00:00
58846,2025-09-01 00:00:00
58858,2026-01-01 00:00:00
58858,2026-02-01 00:00:00
58867,2025-01-01 00:00:00
58869,2026-01-01 00:00:00
58869,2026-02-01 00:00:00
58885,2026-01-01 00:00:00
58885,2026-02-01 00:00:00
58887,2026-01-01 00:00:00
58887,2026-02-01 00:00:00
58891,2025-02-01 00:00:00
58918,2026-01-01 00:00:00
58918,2026-02-01 00:00:00
58922,2026-01-01 00:00:00
58922,2026-02-01 00:00:00
58928,2026-01-01 00:00:00
58928,2026-02-01 00:00:00
58929,2026-01-01 00:00:00
58929,2026-02-01 00:00:00
58932,2026-01-01 00:00:00
58932,2026-02-01 00:00:00
58940,2026-01-01 00:00:00
58940,2026-02-01 00:00:00
58942,2026-01-01 00:00:00
58942,2026-02-01 00:00:00
58945,2026-01-01 00:00:00
58945,2026-02-01 00:00:00
58946,2026-01-01 00:00:00
58946,2026-02-01 00:00:00
58948,2026-01-01 00:00:00
58948,2026-02-01 00:00:00
58951,2026-01-01 00:00:00
58951,2026-02-01 00:00:00
58964,2026-01-01 00:00:00
58964,2026-02-01 00:00:00
58969,2025-03-01 00:00:00
58969,2026-01-01 00:00:00
