ЛС,action,expected_return,debt_current_x,cluster,debt_current_y,months_debt
132375,email,0.0,616.94,1,616.94,3
131598,email,0.0,1429.64,6,1429.64,3
131604,email,0.0,1526.47,6,1526.47,2
132193,email,0.0,877.3,1,877.3,8
132447,email,0.0,1958.88,2,1958.88,11
132457,email,0.0,5991.48,2,5991.48,14
132487,email,0.0,1330.1,1,1330.1,14
131730,email,0.0,526.38,1,526.38,14
131732,email,0.0,752.78,6,752.78,10
131750,email,0.0,622.6,1,622.6,14
131577,email,0.0,1629.69,2,1629.69,14
131591,email,0.0,970.54,6,970.54,14
131648,email,0.0,1407.98,6,1407.98,2
18739,email,0.0,1869.12,3,1869.12,8
18741,email,0.0,755.76,3,755.76,14
18752,email,0.0,2292.84,3,2292.84,14
18755,email,0.0,1633.18,3,1633.18,14
18773,email,0.0,7979.4,2,7979.4,14
18778,email,0.0,3362.04,5,3362.04,9
18715,email,0.0,1199.88,5,1199.88,1
18722,email,0.0,1085.04,3,1085.04,14
132255,email,0.0,905.6,1,905.6,14
18797,email,0.0,2570.44,3,2570.44,2
18800,email,0.0,6926.04,3,6926.04,14
18804,email,0.0,9099.02,5,9099.02,14
18815,email,0.0,4589.64,5,4589.64,1
18830,email,0.0,2316.6,5,2316.6,7
18833,email,0.0,672.73,5,672.73,14
18738,email,0.0,1473.53,5,1473.53,14
132501,email,0.0,1431.98,1,1431.98,14
131945,email,0.0,8933.57,4,8933.57,14
132864,email,0.0,894.28,1,894.28,14
132866,email,0.0,996.16,6,996.16,1
132652,email,0.0,1195.59,1,1195.59,1
132660,email,0.0,520.27,6,520.27,5
132713,email,0.0,616.94,6,616.94,7
132757,email,0.0,582.98,1,582.98,14
132076,email,0.0,549.02,1,549.02,14
132089,email,0.0,860.32,1,860.32,7
131594,email,0.0,1358.83,6,1358.83,8
132113,email,0.0,503.74,6,503.74,14
132137,email,0.0,849.0,1,849.0,3
132151,email,0.0,1288.31,2,1288.31,14
132794,email,0.0,849.0,6,849.0,14
132798,email,0.0,1155.02,6,1155.02,12
132163,email,0.0,1680.0,4,1680.0,14
132178,email,0.0,660.8,1,660.8,1
132189,email,0.0,623.0,6,623.0,14
132090,email,0.0,673.54,1,673.54,14
132039,email,0.0,594.3,1,594.3,12
131755,email,0.0,537.7,1,537.7,14
131783,email,0.0,1086.72,6,1086.72,14
131800,email,0.0,1284.82,1,1284.82,14
131812,email,0.0,1238.9,1,1238.9,4
131827,email,0.0,571.66,1,571.66,9
131847,email,0.0,922.58,1,922.58,14
131693,email,0.0,792.4,1,792.4,1
132839,email,0.0,549.02,6,549.02,14
132550,email,0.0,792.4,1,792.4,14
132565,email,0.0,1527.29,1,1527.29,4
132594,email,0.0,650.9,6,650.9,14
132626,email,0.0,566.0,1,566.0,10
132513,email,0.0,882.96,1,882.96,14
132521,email,0.0,515.06,1,515.06,6
132527,email,0.0,1131.5,1,1131.5,14
132827,email,0.0,633.92,1,633.92,14
132549,email,0.0,905.6,1,905.6,14
143799,email,0.0,1047.1,1,1047.1,14
143801,email,0.0,537.7,1,537.7,14
143808,email,0.0,781.08,6,781.08,14
143845,email,0.0,1289.99,2,1289.99,3
143847,email,0.0,996.16,3,996.16,14
143850,email,0.0,1296.14,3,1296.14,3
144003,email,0.0,566.0,1,566.0,6
138235,email,0.0,832.02,6,832.02,14
143862,email,0.0,2807.36,3,2807.36,2
143869,email,0.0,3673.34,3,3673.34,2
143878,email,0.0,4658.18,2,4658.18,6
143917,email,0.0,5381.57,4,5381.57,14
143212,email,0.0,1766.99,2,1766.99,12
143256,email,0.0,980.82,2,980.82,1
143276,email,0.0,503.74,1,503.74,14
143313,email,0.0,5073.49,2,5073.49,14
144033,email,0.0,1030.12,2,1030.12,14
143525,email,0.0,1358.4,1,1358.4,4
143526,email,0.0,679.2,1,679.2,14
143530,email,0.0,1347.08,6,1347.08,5
142955,email,0.0,6966.43,2,6966.43,14
142970,email,0.0,515.06,1,515.06,8
142975,email,0.0,1640.65,6,1640.65,12
142800,email,0.0,667.88,1,667.88,14
142803,email,0.0,622.6,6,622.6,14
143776,email,0.0,820.7,1,820.7,14
143860,email,0.0,825.36,3,825.36,14
143621,email,0.0,1559.19,1,1559.19,14
143670,email,0.0,736.61,6,736.61,14
143688,email,0.0,2858.3,1,2858.3,14
143704,email,0.0,1431.98,1,1431.98,13
143716,email,0.0,2283.29,2,2283.29,14
143744,email,0.0,1092.38,1,1092.38,14
143926,email,0.0,25541.62,2,25541.62,14
142806,email,0.0,781.08,1,781.08,14
144329,email,0.0,860.32,1,860.32,14
144435,email,0.0,558.36,1,558.36,14
144240,email,0.0,566.0,1,566.0,14
144261,email,0.0,718.82,1,718.82,14
144270,email,0.0,781.08,1,781.08,8
144297,email,0.0,566.0,6,566.0,3
312,email,0.0,1847.83,2,1847.83,4
144454,email,0.0,888.62,1,888.62,14
143332,email,0.0,1041.97,6,1041.97,1
144471,email,0.0,608.5,6,608.5,2
144479,email,0.0,8679.14,4,8679.14,14
144502,email,0.0,523.93,1,523.93,13
144503,email,0.0,633.92,1,633.92,5
144524,email,0.0,650.9,6,650.9,14
144320,email,0.0,2520.0,2,2520.0,6
144692,email,0.0,662.57,2,662.57,9
144697,email,0.0,2111.18,1,2111.18,14
144460,email,0.0,838.38,6,838.38,3
143934,email,0.0,792.4,6,792.4,14
143941,email,0.0,1360.8,6,1360.8,9
143968,email,0.0,735.8,1,735.8,4
627,email,0.0,2179.28,2,2179.28,5
628,email,0.0,2778.92,2,2778.92,4
633,email,0.0,24940.08,2,24940.08,1
636,email,0.0,1089.0,5,1089.0,12
638,email,0.0,3821.1,3,3821.1,8
624,email,0.0,8478.36,2,8478.36,14
591,email,0.0,789.6,5,789.6,1
607,email,0.0,934.36,3,934.36,1
315,email,0.0,1665.69,5,1665.69,5
316,email,0.0,1055.96,3,1055.96,1
338,email,0.0,1317.04,2,1317.04,14
645,email,0.0,712.8,3,712.8,1
660,email,0.0,1623.06,3,1623.06,8
621,email,0.0,1722.69,5,1722.69,3
590,email,0.0,4260.96,2,4260.96,3
808,email,0.0,2360.16,3,2360.16,14
813,email,0.0,3619.22,5,3619.22,14
819,email,0.0,3260.96,5,3260.96,1
758,email,0.0,946.44,6,946.44,3
770,email,0.0,16344.63,2,16344.63,14
143026,email,0.0,537.7,1,537.7,12
143029,email,0.0,566.0,1,566.0,14
142844,email,0.0,735.8,1,735.8,14
143040,email,0.0,956.54,1,956.54,14
143061,email,0.0,865.98,1,865.98,14
142861,email,0.0,962.2,1,962.2,14
142944,email,0.0,1867.8,1,1867.8,14
143102,email,0.0,621.72,1,621.72,14
143124,email,0.0,542.52,6,542.52,14
143134,email,0.0,700.92,1,700.92,14
143138,email,0.0,514.8,1,514.8,6
143037,email,0.0,786.74,1,786.74,4
142268,email,0.0,713.36,1,713.36,14
142270,email,0.0,826.36,1,826.36,13
142271,email,0.0,990.5,1,990.5,6
142729,email,0.0,722.7,1,722.7,1
142730,email,0.0,2443.05,2,2443.05,14
142736,email,0.0,2575.3,2,2575.3,1
142748,email,0.0,798.06,6,798.06,2
142780,email,0.0,13092.09,2,13092.09,14
804,email,0.0,4102.56,3,4102.56,1
777,email,0.0,1829.69,3,1829.69,14
788,email,0.0,5720.9,2,5720.9,5
665,email,0.0,30805.24,2,30805.24,2
142256,email,0.0,627.26,1,627.26,14
142262,email,0.0,888.62,1,888.62,14
142264,email,0.0,1239.54,1,1239.54,14
794,email,0.0,5575.17,5,5575.17,13
803,email,0.0,4668.84,3,4668.84,4
772,email,0.0,597.96,3,597.96,9
143356,email,0.0,656.56,1,656.56,14
143369,email,0.0,19942.14,4,19942.14,14
143408,email,0.0,735.8,6,735.8,14
143416,email,0.0,1508.56,1,1508.56,14
143164,email,0.0,1477.26,2,1477.26,2
143186,email,0.0,752.78,1,752.78,14
143191,email,0.0,1132.0,1,1132.0,2
143565,email,0.0,730.14,1,730.14,14
143142,email,0.0,958.32,1,958.32,14
143464,email,0.0,628.26,1,628.26,14
143497,email,0.0,4131.8,6,4131.8,14
143501,email,0.0,683.26,6,683.26,7
143502,email,0.0,549.02,1,549.02,14
143513,email,0.0,735.8,1,735.8,14
142832,email,0.0,1553.16,2,1553.16,14
142838,email,0.0,826.36,6,826.36,14
142839,email,0.0,566.0,1,566.0,11
143440,email,0.0,809.38,1,809.38,14
143019,email,0.0,1770.31,6,1770.31,3
143023,email,0.0,611.19,1,611.19,14
142441,email,0.0,961.08,2,961.08,1
142474,email,0.0,826.36,1,826.36,14
142502,email,0.0,967.86,1,967.86,1
142510,email,0.0,1301.8,1,1301.8,4
142515,email,0.0,4103.5,1,4103.5,14
143065,email,0.0,886.64,1,886.64,14
143333,email,0.0,566.0,1,566.0,14
142531,email,0.0,566.0,1,566.0,1
142539,email,0.0,1039.03,1,1039.03,14
142540,email,0.0,514.38,6,514.38,2
142574,email,0.0,849.0,6,849.0,4
142606,email,0.0,1123.0,6,1123.0,7
142607,email,0.0,16764.32,4,16764.32,14
142608,email,0.0,566.0,1,566.0,6
142610,email,0.0,590.95,6,590.95,1
143085,email,0.0,509.4,1,509.4,14
146677,email,0.0,784.03,6,784.03,14
146693,email,0.0,656.56,1,656.56,12
145618,email,0.0,837.68,1,837.68,14
145657,email,0.0,2409.24,2,2409.24,14
145669,email,0.0,601.76,6,601.76,14
145690,email,0.0,1573.48,1,1573.48,14
146235,email,0.0,577.32,6,577.32,14
144699,email,0.0,701.84,1,701.84,14
146262,email,0.0,1018.8,1,1018.8,14
146265,email,0.0,662.22,1,662.22,14
146280,email,0.0,720.81,1,720.81,1
146281,email,0.0,905.6,1,905.6,14
146287,email,0.0,567.53,1,567.53,14
146304,email,0.0,1098.04,1,1098.04,14
146339,email,0.0,667.88,1,667.88,14
146384,email,0.0,1459.9,6,1459.9,4
146258,email,0.0,1007.03,1,1007.03,14
146111,email,0.0,603.74,1,603.74,7
145296,email,0.0,657.88,1,657.88,13
145316,email,0.0,755.39,6,755.39,3
145321,email,0.0,837.68,1,837.68,14
145327,email,0.0,871.64,1,871.64,14
145389,email,0.0,1375.38,1,1375.38,14
145207,email,0.0,667.88,6,667.88,12
145219,email,0.0,871.64,1,871.64,14
146648,email,0.0,826.36,1,826.36,14
145590,email,0.0,530.12,1,530.12,1
145395,email,0.0,599.96,1,599.96,8
145428,email,0.0,996.16,6,996.16,2
145455,email,0.0,1840.61,2,1840.61,4
145465,email,0.0,1075.4,1,1075.4,10
145468,email,0.0,690.52,1,690.52,7
145289,email,0.0,1024.46,1,1024.46,14
146117,email,0.0,615.57,1,615.57,14
145244,email,0.0,1318.78,1,1318.78,12
201,email,0.0,5778.34,2,5778.34,6
206,email,0.0,10688.04,5,10688.04,10
209,email,0.0,10925.64,3,10925.64,14
213,email,0.0,669.41,5,669.41,7
290,email,0.0,6937.92,5,6937.92,14
301,email,0.0,1762.2,3,1762.2,1
231,email,0.0,1401.84,3,1401.84,14
236,email,0.0,792.0,5,792.0,14
146394,email,0.0,928.24,6,928.24,1
241,email,0.0,1655.28,5,1655.28,14
248,email,0.0,944.28,6,944.28,14
250,email,0.0,700.92,2,700.92,5
146735,email,0.0,667.88,1,667.88,14
146756,email,0.0,899.94,6,899.94,10
264,email,0.0,6910.2,2,6910.2,8
269,email,0.0,3540.92,3,3540.92,1
270,email,0.0,6073.42,2,6073.42,3
239,email,0.0,11048.4,5,11048.4,4
146401,email,0.0,990.5,1,990.5,3
146422,email,0.0,1431.98,1,1431.98,14
146433,email,0.0,928.24,6,928.24,14
40,email,0.0,2012.5,2,2012.5,8
117,email,0.0,801.38,6,801.38,6
146497,email,0.0,803.72,1,803.72,2
146507,email,0.0,1228.22,1,1228.22,14
146516,email,0.0,775.42,1,775.42,14
195,email,0.0,24410.27,2,24410.27,14
18061,email,0.0,1905.08,3,1905.08,14
18065,email,0.0,18661.85,2,18661.85,4
18079,email,0.0,2063.16,5,2063.16,3
18093,email,0.0,6539.84,5,6539.84,1
145742,email,0.0,622.6,1,622.6,14
185,email,0.0,7571.52,2,7571.52,14
187,email,0.0,3846.42,5,3846.42,1
189,email,0.0,5571.72,5,5571.72,14
150,email,0.0,2926.44,3,2926.44,2
144759,email,0.0,832.02,1,832.02,10
144760,email,0.0,1345.0,1,1345.0,14
610,email,0.0,2740.32,2,2740.32,7
611,email,0.0,617.76,3,617.76,14
613,email,0.0,821.05,3,821.05,1
507,email,0.0,2189.88,5,2189.88,2
144123,email,0.0,566.7,2,566.7,4
146105,email,0.0,4754.4,1,4754.4,4
144139,email,0.0,1041.44,1,1041.44,14
144183,email,0.0,1188.6,1,1188.6,14
144800,email,0.0,2631.9,1,2631.9,7
144832,email,0.0,554.4,1,554.4,5
145480,email,0.0,520.72,1,520.72,14
145516,email,0.0,599.96,1,599.96,14
145564,email,0.0,616.94,1,616.94,2
145583,email,0.0,1013.14,6,1013.14,9
144130,email,0.0,645.24,6,645.24,14
144701,email,0.0,996.16,1,996.16,7
144546,email,0.0,960.38,1,960.38,5
144553,email,0.0,1298.57,6,1298.57,1
144580,email,0.0,830.1,6,830.1,14
144589,email,0.0,2740.32,1,2740.32,14
144773,email,0.0,985.3,6,985.3,7
144704,email,0.0,899.94,6,899.94,4
144709,email,0.0,1423.26,1,1423.26,13
144756,email,0.0,662.59,1,662.59,10
144723,email,0.0,1613.1,1,1613.1,14
144726,email,0.0,566.0,1,566.0,5
144663,email,0.0,984.84,1,984.84,14
144666,email,0.0,1167.92,6,1167.92,14
144189,email,0.0,2224.38,1,2224.38,14
144195,email,0.0,962.2,6,962.2,14
144200,email,0.0,2201.74,1,2201.74,1
144748,email,0.0,554.68,6,554.68,13
144720,email,0.0,509.4,1,509.4,12
145084,email,0.0,945.22,1,945.22,14
145097,email,0.0,1052.76,1,1052.76,10
145104,email,0.0,524.71,2,524.71,14
145111,email,0.0,1194.26,6,1194.26,2
145864,email,0.0,604.62,1,604.62,1
145873,email,0.0,1092.3,1,1092.3,13
145891,email,0.0,3783.87,2,3783.87,5
145967,email,0.0,554.4,1,554.4,14
144879,email,0.0,1001.82,1,1001.82,4
146048,email,0.0,792.0,1,792.0,3
146717,email,0.0,1115.02,1,1115.02,14
145255,email,0.0,1041.44,1,1041.44,13
145259,email,0.0,878.62,1,878.62,10
145267,email,0.0,798.06,1,798.06,7
146090,email,0.0,1112.76,1,1112.76,1
146091,email,0.0,792.0,1,792.0,14
146093,email,0.0,922.68,1,922.68,14
146001,email,0.0,637.56,1,637.56,3
144896,email,0.0,622.6,6,622.6,4
144900,email,0.0,1205.58,1,1205.58,1
144918,email,0.0,3772.75,2,3772.75,14
144981,email,0.0,871.64,1,871.64,4
144780,email,0.0,792.4,1,792.4,14
144790,email,0.0,2218.72,1,2218.72,1
145116,email,0.0,747.0,1,747.0,1
145050,email,0.0,1341.42,1,1341.42,14
144662,email,0.0,667.99,1,667.99,1
145059,email,0.0,826.36,6,826.36,14
145065,email,0.0,837.5,2,837.5,6
145070,email,0.0,1057.03,6,1057.03,14
145079,email,0.0,870.92,6,870.92,14
145081,email,0.0,645.24,1,645.24,14
144650,email,0.0,747.12,1,747.12,14
144651,email,0.0,1459.9,1,1459.9,2
144657,email,0.0,2671.52,1,2671.52,3
145055,email,0.0,1511.22,6,1511.22,14
878,email,0.0,10529.64,2,10529.64,13
139055,email,0.0,1103.7,1,1103.7,7
139089,email,0.0,865.98,1,865.98,4
1061,email,0.0,107366.52,2,107366.52,1
1063,email,0.0,2063.16,3,2063.16,1
980,email,0.0,9613.32,2,9613.32,6
983,email,0.0,4578.8,3,4578.8,4
142720,email,0.0,593.4,1,593.4,13
1010,email,0.0,3481.88,3,3481.88,4
1026,email,0.0,8664.48,2,8664.48,2
1037,email,0.0,3372.0,5,3372.0,3
703,email,0.0,1029.66,2,1029.66,10
746,email,0.0,3152.16,2,3152.16,14
747,email,0.0,745.54,5,745.54,14
1048,email,0.0,2995.92,2,2995.92,1
1055,email,0.0,635.7,5,635.7,14
992,email,0.0,1310.76,3,1310.76,14
138627,email,0.0,662.22,2,662.22,14
138643,email,0.0,993.72,1,993.72,3
138660,email,0.0,1177.28,1,1177.28,14
138689,email,0.0,873.08,1,873.08,1
138712,email,0.0,769.76,1,769.76,6
139382,email,0.0,1369.72,1,1369.72,11
139096,email,0.0,2374.39,2,2374.39,14
139101,email,0.0,718.82,1,718.82,14
965,email,0.0,516.72,5,516.72,5
139125,email,0.0,1397.49,6,1397.49,5
139128,email,0.0,877.3,6,877.3,3
139840,email,0.0,3042.97,4,3042.97,14
139842,email,0.0,1692.34,6,1692.34,14
139844,email,0.0,907.33,1,907.33,2
1044,email,0.0,537.69,5,537.69,5
935,email,0.0,4070.88,5,4070.88,14
962,email,0.0,1009.8,5,1009.8,14
139111,email,0.0,764.19,1,764.19,1
139725,email,0.0,1132.0,1,1132.0,9
139749,email,0.0,1328.2,6,1328.2,8
139760,email,0.0,1139.54,1,1139.54,1
139845,email,0.0,1901.76,6,1901.76,10
139871,email,0.0,18596.81,4,18596.81,14
139885,email,0.0,566.0,6,566.0,2
139765,email,0.0,815.04,6,815.04,9
139807,email,0.0,566.0,1,566.0,14
1056,email,0.0,13079.88,2,13079.88,3
140851,email,0.0,849.0,1,849.0,14
140891,email,0.0,566.0,1,566.0,7
140719,email,0.0,2223.99,2,2223.99,14
140735,email,0.0,849.0,1,849.0,1
140761,email,0.0,911.26,1,911.26,7
140767,email,0.0,2864.7,2,2864.7,14
140778,email,0.0,622.6,1,622.6,14
140031,email,0.0,566.0,1,566.0,14
139815,email,0.0,916.92,1,916.92,14
1057,email,0.0,1231.56,5,1231.56,10
1060,email,0.0,8741.2,3,8741.2,2
140404,email,0.0,2948.08,2,2948.08,14
140417,email,0.0,645.05,6,645.05,2
140440,email,0.0,566.0,1,566.0,4
140441,email,0.0,2731.65,6,2731.65,5
140337,email,0.0,696.18,1,696.18,4
139536,email,0.0,673.54,1,673.54,7
139706,email,0.0,979.18,1,979.18,14
139616,email,0.0,1449.66,6,1449.66,5
139633,email,0.0,538.66,1,538.66,2
139651,email,0.0,588.64,1,588.64,10
139663,email,0.0,1324.42,6,1324.42,5
140377,email,0.0,1126.34,1,1126.34,1
140378,email,0.0,1664.04,1,1664.04,14
139829,email,0.0,1273.5,1,1273.5,14
139680,email,0.0,792.4,6,792.4,14
139577,email,0.0,713.91,6,713.91,2
137702,email,0.0,14708.93,4,14708.93,14
137770,email,0.0,798.06,1,798.06,1
138716,email,0.0,639.58,1,639.58,7
138720,email,0.0,1279.16,1,1279.16,14
138726,email,0.0,3226.2,2,3226.2,5
138727,email,0.0,1412.0,2,1412.0,9
138734,email,0.0,3473.97,4,3473.97,14
139277,email,0.0,1285.86,2,1285.86,2
138749,email,0.0,2745.1,1,2745.1,14
138765,email,0.0,611.28,1,611.28,8
139034,email,0.0,1086.72,6,1086.72,5
138768,email,0.0,554.68,6,554.68,9
138827,email,0.0,545.35,6,545.35,1
138875,email,0.0,616.94,6,616.94,14
138938,email,0.0,758.44,1,758.44,14
138195,email,0.0,892.43,6,892.43,2
138741,email,0.0,1132.0,1,1132.0,7
138254,email,0.0,781.08,1,781.08,13
138531,email,0.0,962.2,1,962.2,14
138538,email,0.0,1343.66,2,1343.66,8
138547,email,0.0,2088.54,1,2088.54,14
138613,email,0.0,792.4,6,792.4,9
138337,email,0.0,501.52,1,501.52,1
138363,email,0.0,735.8,6,735.8,14
138452,email,0.0,775.42,1,775.42,14
137913,email,0.0,1681.02,1,1681.02,14
137787,email,0.0,667.88,6,667.88,7
137535,email,0.0,1063.21,5,1063.21,1
137545,email,0.0,566.0,1,566.0,3
137546,email,0.0,916.92,1,916.92,2
137550,email,0.0,1284.82,1,1284.82,14
137875,email,0.0,10681.22,2,10681.22,14
137888,email,0.0,1035.78,1,1035.78,14
137906,email,0.0,1542.32,1,1542.32,4
138473,email,0.0,616.94,1,616.94,14
666,email,0.0,2635.08,5,2635.08,14
673,email,0.0,10882.08,3,10882.08,13
684,email,0.0,1497.65,5,1497.65,14
139303,email,0.0,588.47,6,588.47,14
139332,email,0.0,849.0,1,849.0,14
139335,email,0.0,849.0,6,849.0,14
139342,email,0.0,679.2,1,679.2,7
139360,email,0.0,950.08,1,950.08,14
138200,email,0.0,1567.82,1,1567.82,13
139156,email,0.0,1658.38,1,1658.38,1
139162,email,0.0,1574.9,6,1574.9,8
139400,email,0.0,1132.0,1,1132.0,14
139431,email,0.0,628.26,1,628.26,1
139463,email,0.0,560.34,1,560.34,3
139474,email,0.0,594.3,1,594.3,10
139500,email,0.0,594.3,1,594.3,14
139250,email,0.0,566.0,1,566.0,14
139143,email,0.0,849.0,1,849.0,13
138972,email,0.0,537.7,1,537.7,3
138983,email,0.0,2351.0,2,2351.0,14
139010,email,0.0,1058.42,6,1058.42,2
139011,email,0.0,1256.52,1,1256.52,14
139018,email,0.0,1650.81,2,1650.81,4
138276,email,0.0,611.28,6,611.28,8
138305,email,0.0,628.26,1,628.26,12
138134,email,0.0,1453.69,1,1453.69,1
139046,email,0.0,19850.07,4,19850.07,14
138148,email,0.0,820.7,1,820.7,14
138160,email,0.0,854.66,6,854.66,7
138162,email,0.0,1018.8,1,1018.8,6
138175,email,0.0,1318.78,6,1318.78,14
139167,email,0.0,684.86,1,684.86,14
139179,email,0.0,1681.02,1,1681.02,14
139198,email,0.0,1127.7,2,1127.7,1
139220,email,0.0,1058.42,1,1058.42,3
138136,email,0.0,642.85,1,642.85,1
142054,email,0.0,1171.62,2,1171.62,14
142195,email,0.0,1498.8,2,1498.8,14
142213,email,0.0,690.52,1,690.52,14
142215,email,0.0,2048.92,1,2048.92,8
142093,email,0.0,3381.84,1,3381.84,10
142098,email,0.0,554.68,6,554.68,14
142099,email,0.0,3487.7,2,3487.7,6
140040,email,0.0,543.79,6,543.79,1
141238,email,0.0,1726.19,2,1726.19,7
141239,email,0.0,1041.74,6,1041.74,2
141250,email,0.0,667.88,6,667.88,7
141293,email,0.0,566.0,1,566.0,5
142156,email,0.0,1075.4,1,1075.4,7
142181,email,0.0,622.6,6,622.6,14
142194,email,0.0,2099.39,2,2099.39,14
581,email,0.0,19811.88,2,19811.88,14
141225,email,0.0,690.52,1,690.52,14
140911,email,0.0,771.26,1,771.26,14
140920,email,0.0,1132.0,1,1132.0,7
140960,email,0.0,588.59,6,588.59,9
140973,email,0.0,865.98,1,865.98,14
142069,email,0.0,622.59,1,622.59,11
142079,email,0.0,1469.16,1,1469.16,10
141894,email,0.0,1636.89,6,1636.89,3
141911,email,0.0,922.58,6,922.58,14
142035,email,0.0,2326.48,2,2326.48,14
141939,email,0.0,580.83,6,580.83,2
141998,email,0.0,667.88,6,667.88,14
142121,email,0.0,784.18,1,784.18,14
142123,email,0.0,696.18,1,696.18,14
142135,email,0.0,1169.7,6,1169.7,3
142023,email,0.0,622.6,6,622.6,4
142026,email,0.0,656.56,6,656.56,14
142028,email,0.0,2092.4,1,2092.4,14
141912,email,0.0,5152.3,2,5152.3,14
142372,email,0.0,758.44,1,758.44,14
142378,email,0.0,1918.74,1,1918.74,14
142379,email,0.0,566.0,1,566.0,14
142002,email,0.0,967.86,1,967.86,8
142381,email,0.0,2176.01,4,2176.01,14
142382,email,0.0,705.49,1,705.49,1
142390,email,0.0,1132.0,6,1132.0,14
142393,email,0.0,849.0,1,849.0,6
587,email,0.0,1428.22,2,1428.22,9
142419,email,0.0,789.47,6,789.47,7
142788,email,0.0,860.32,6,860.32,14
142795,email,0.0,775.42,1,775.42,14
142615,email,0.0,820.7,1,820.7,14
142616,email,0.0,667.88,1,667.88,1
142623,email,0.0,718.82,1,718.82,3
142644,email,0.0,566.0,1,566.0,14
142659,email,0.0,735.8,6,735.8,1
142410,email,0.0,693.93,6,693.93,9
821,email,0.0,1631.52,5,1631.52,1
837,email,0.0,13317.48,2,13317.48,14
849,email,0.0,3580.74,2,3580.74,14
851,email,0.0,2394.36,2,2394.36,14
870,email,0.0,11994.84,3,11994.84,1
142310,email,0.0,7576.18,2,7576.18,3
142316,email,0.0,1259.28,1,1259.28,5
142323,email,0.0,720.72,6,720.72,14
142367,email,0.0,752.78,1,752.78,14
142342,email,0.0,1117.56,6,1117.56,2
142347,email,0.0,741.46,1,741.46,2
142225,email,0.0,1279.31,6,1279.31,1
576,email,0.0,1342.44,5,1342.44,4
142429,email,0.0,1227.6,6,1227.6,4
142359,email,0.0,566.0,1,566.0,3
142363,email,0.0,741.46,2,741.46,14
142366,email,0.0,1182.94,1,1182.94,14
142335,email,0.0,613.8,1,613.8,5
140091,email,0.0,1177.28,1,1177.28,3
141116,email,0.0,1973.13,2,1973.13,2
141133,email,0.0,843.34,1,843.34,9
141143,email,0.0,967.86,1,967.86,1
141144,email,0.0,1058.42,1,1058.42,4
141024,email,0.0,611.28,4,611.28,14
141028,email,0.0,724.48,6,724.48,1
141038,email,0.0,921.58,6,921.58,14
140897,email,0.0,613.4,6,613.4,2
141159,email,0.0,639.58,1,639.58,9
141181,email,0.0,950.88,6,950.88,14
141195,email,0.0,1601.78,1,1601.78,10
141205,email,0.0,588.64,1,588.64,9
141081,email,0.0,645.24,1,645.24,14
141089,email,0.0,724.48,6,724.48,6
140497,email,0.0,1839.59,1,1839.59,1
140506,email,0.0,566.0,1,566.0,14
141062,email,0.0,894.28,1,894.28,14
140059,email,0.0,1154.64,1,1154.64,14
140788,email,0.0,1403.68,6,1403.68,1
140789,email,0.0,905.6,6,905.6,14
140809,email,0.0,1833.17,6,1833.17,14
140825,email,0.0,811.26,1,811.26,14
140126,email,0.0,742.26,6,742.26,14
140245,email,0.0,989.5,6,989.5,5
140294,email,0.0,566.0,1,566.0,4
140074,email,0.0,509.4,1,509.4,14
139905,email,0.0,843.34,1,843.34,14
139942,email,0.0,815.04,1,815.04,1
140344,email,0.0,2031.94,1,2031.94,3
140348,email,0.0,1154.64,1,1154.64,14
140352,email,0.0,849.0,6,849.0,11
140354,email,0.0,1134.23,1,1134.23,14
140358,email,0.0,724.48,1,724.48,2
140368,email,0.0,832.02,1,832.02,1
140326,email,0.0,503.74,1,503.74,14
141869,email,0.0,594.3,6,594.3,14
141526,email,0.0,9219.67,2,9219.67,14
141539,email,0.0,12352.71,4,12352.71,14
141544,email,0.0,17196.26,2,17196.26,14
141571,email,0.0,1098.04,1,1098.04,14
141580,email,0.0,684.86,1,684.86,14
141605,email,0.0,2807.36,1,2807.36,14
140992,email,0.0,679.2,1,679.2,14
140520,email,0.0,543.36,1,543.36,14
141008,email,0.0,3772.29,1,3772.29,4
141741,email,0.0,690.52,6,690.52,3
141753,email,0.0,718.82,1,718.82,14
141811,email,0.0,1013.14,6,1013.14,14
141839,email,0.0,19880.44,2,19880.44,14
141064,email,0.0,568.46,6,568.46,9
141070,email,0.0,1137.66,1,1137.66,8
141078,email,0.0,832.02,1,832.02,14
141000,email,0.0,3098.87,2,3098.87,6
140562,email,0.0,2592.53,2,2592.53,4
140578,email,0.0,667.88,1,667.88,14
140582,email,0.0,769.76,6,769.76,10
141147,email,0.0,967.86,1,967.86,14
140647,email,0.0,849.0,6,849.0,14
140649,email,0.0,566.0,1,566.0,14
140657,email,0.0,588.64,6,588.64,14
140662,email,0.0,566.0,1,566.0,6
141220,email,0.0,7630.35,6,7630.35,9
140707,email,0.0,7010.9,2,7010.9,14
140710,email,0.0,724.48,1,724.48,14
141643,email,0.0,2323.44,2,2323.44,14
141670,email,0.0,781.08,1,781.08,6
141351,email,0.0,595.72,1,595.72,3
141471,email,0.0,2554.17,2,2554.17,8
141482,email,0.0,1769.94,4,1769.94,14
141517,email,0.0,629.31,6,629.31,2
140667,email,0.0,6741.14,2,6741.14,14
19453,email,0.0,3718.44,3,3718.44,14
19455,email,0.0,543.84,3,543.84,14
19456,email,0.0,2098.8,3,2098.8,4
19534,email,0.0,18186.62,2,18186.62,3
